,avg_price_per_room,price_id,booking_details_id
1150,85.61,1482,1570
1151,102.58,1483,1571
1152,120.33,1484,1572
1153,101.8,1485,1574
1154,75.27,1486,1575
1155,85.67,1487,1576
1156,85.67,1487,3563
1157,40.67,1488,1577
1158,108.11,1489,1578
1159,108.11,1489,3360
1160,86.36,1490,1579
1161,86.36,1490,4095
1162,86.36,1490,4294
1163,56.47,1491,1581
1164,156.6,1492,1582
1165,156.6,1492,1686
1166,156.6,1492,4816
1167,93.09,1493,1583
1168,63.58,1494,1585
1169,175.0,1495,1586
1170,175.0,1495,1985
1171,175.0,1495,4317
1172,175.0,1495,5351
1173,57.93,1496,1589
1174,100.8,1497,1590
1175,100.8,1497,2282
1176,68.72,1498,1591
1177,68.72,1498,6118
1178,64.98,1499,1592
1179,150.15,1500,1593
1180,150.15,1500,3983
1181,97.71,1501,1595
1182,89.93,1502,1596
1183,102.7,1503,1597
1184,102.7,1503,1718
1185,102.7,1503,6306
1186,182.33,1504,1598
1187,182.33,1504,2467
1188,126.3,1505,1599
1189,126.3,1505,2109
1190,126.3,1505,4878
1191,20.0,1506,1600
1192,20.0,1506,5334
1193,212.06,1507,1601
1194,142.33,1508,1602
1195,142.33,1508,5524
1196,64.6,1509,1603
1197,64.6,1509,4341
1198,103.18,1510,1604
1199,103.18,1510,5527
1200,78.55,1511,1607
1201,71.84,1512,1608
1202,71.84,1512,4968
1203,55.0,1513,1609
1204,55.0,1513,2237
1205,76.1,1514,1612
1206,138.24,1515,1613
1207,147.3,1516,1614
1208,147.3,1516,1826
1209,160.2,1517,1615
1210,160.2,1517,2049
1211,160.2,1517,3414
1212,81.25,1518,1616
1213,81.25,1518,6311
1214,88.2,1519,1617
1215,88.2,1519,2553
1216,85.47,1520,1618
1217,146.33,1521,1619
1218,38.67,1522,1620
1219,98.25,1523,1621
1220,98.25,1523,3288
1221,124.25,1524,1622
1222,124.25,1524,4991
1223,124.25,1524,5018
1224,124.25,1524,5640
1225,198.9,1525,1623
1226,198.9,1525,1709
1227,198.9,1525,3194
1228,198.9,1525,3543
1229,198.9,1525,4022
1230,198.9,1525,4449
1231,101.15,1526,1626
1232,101.15,1526,1993
1233,101.15,1526,5491
1234,80.27,1527,1627
1235,170.4,1528,1630
1236,105.5,1529,1631
1237,65.36,1530,1633
1238,123.3,1531,1634
1239,123.3,1531,1766
1240,123.3,1531,2645
1241,123.3,1531,4808
1242,123.3,1531,5793
1243,77.6,1532,1635
1244,77.6,1532,3325
1245,77.6,1532,4101
1246,81.77,1533,1637
1247,147.0,1534,1638
1248,147.0,1534,2845
1249,147.0,1534,3587
1250,110.7,1535,1640
1251,110.7,1535,3962
1252,110.7,1535,4466
1253,110.7,1535,5091
1254,110.7,1535,6267
1255,62.58,1536,1641
1256,102.68,1537,1642
1257,102.68,1537,1781
1258,90.71,1538,1644
1259,88.5,1539,1645
1260,88.5,1539,2577
1261,136.06,1540,1646
1262,52.0,1541,1647
1263,138.25,1542,1648
1264,138.25,1542,5636
1265,76.23,1543,1649
1266,76.23,1543,5944
1267,114.67,1544,1650
1268,73.74,1545,1651
1269,73.74,1545,2403
1270,73.74,1545,4656
1271,111.35,1546,1653
1272,111.35,1546,3257
1273,111.35,1546,3979
1274,127.05,1547,1654
1275,72.07,1548,1655
1276,72.07,1548,3457
1277,259.2,1549,1656
1278,108.45,1550,1657
1279,108.45,1550,5042
1280,120.38,1551,1658
1281,84.7,1552,1659
1282,115.85,1553,1660
1283,55.32,1554,1661
1284,182.0,1555,1663
1285,182.0,1555,5159
1286,182.0,1555,5390
1287,131.5,1556,1664
1288,132.0,1557,1665
1289,132.0,1557,5136
1290,132.0,1557,5463
1291,89.4,1558,1666
1292,112.5,1559,1667
1293,112.5,1559,1829
1294,112.5,1559,2140
1295,112.5,1559,3589
1296,138.0,1560,1669
1297,138.0,1560,2583
1298,138.0,1560,4292
1299,138.0,1560,5594
1300,138.0,1560,5838
1301,140.25,1561,1670
1302,140.25,1561,4335
1303,73.5,1562,1671
1304,82.7,1563,1672
1305,92.28,1564,1673
1306,92.28,1564,3201
1307,112.42,1565,1674
1308,112.42,1565,3226
1309,194.85,1566,1676
1310,194.85,1566,3339
1311,111.75,1567,1678
1312,2.0,1568,1680
1313,2.0,1568,5820
1314,79.05,1569,1681
1315,79.05,1569,5814
1316,128.5,1570,1682
1317,58.14,1571,1683
1318,196.67,1572,1684
1319,164.33,1573,1685
1320,164.33,1573,5308
1321,79.35,1574,1688
1322,70.03,1575,1689
1323,70.03,1575,4184
1324,103.55,1576,1690
1325,181.16,1577,1691
1326,116.75,1578,1693
1327,101.34,1579,1694
1328,101.34,1579,2156
1329,101.34,1579,5806
1330,91.8,1580,1695
1331,43.5,1581,1698
1332,77.25,1582,1699
1333,77.25,1582,2928
1334,104.17,1583,1700
1335,118.58,1584,1702
1336,118.58,1584,5132
1337,118.58,1584,5725
1338,101.4,1585,1703
1339,113.04,1586,1704
1340,125.0,1587,1705
1341,125.0,1587,1745
1342,125.0,1587,2315
1343,125.0,1587,5057
1344,116.73,1588,1706
1345,97.75,1589,1707
1346,97.75,1589,1771
1347,97.75,1589,5653
1348,84.33,1590,1708
1349,84.33,1590,3793
1350,73.6,1591,1710
1351,73.6,1591,4409
1352,73.6,1591,6593
1353,93.5,1592,1711
1354,93.5,1592,3755
1355,101.33,1593,1713
1356,77.78,1594,1715
1357,191.9,1595,1716
1358,131.43,1596,1717
1359,83.01,1597,1719
1360,118.0,1598,1721
1361,118.0,1598,1938
1362,118.0,1598,3458
1363,128.4,1599,1724
1364,128.4,1599,6501
1365,93.25,1600,1725
1366,73.1,1601,1726
1367,54.71,1602,1727
1368,169.91,1603,1728
1369,135.45,1604,1729
1370,135.45,1604,3638
1371,92.83,1605,1730
1372,92.83,1605,6507
1373,59.21,1606,1731
1374,45.9,1607,1732
1375,131.52,1608,1733
1376,76.97,1609,1734
1377,65.33,1610,1735
1378,152.0,1611,1736
1379,152.0,1611,4199
1380,152.0,1611,4433
1381,108.3,1612,1737
1382,108.3,1612,5741
1383,94.36,1613,1738
1384,106.5,1614,1739
1385,128.0,1615,1741
1386,128.0,1615,2038
1387,128.0,1615,2163
1388,128.0,1615,2833
1389,119.35,1616,1742
1390,119.35,1616,5085
1391,179.0,1617,1743
1392,179.0,1617,3044
1393,179.0,1617,5975
1394,179.0,1617,6432
1395,116.33,1618,1744
1396,6.0,1619,1746
1397,6.0,1619,2320
1398,107.25,1620,1747
1399,107.25,1620,2784
1400,79.8,1621,1749
1401,79.8,1621,4743
1402,124.6,1622,1750
1403,124.6,1622,3616
1404,162.3,1623,1751
1405,162.3,1623,2799
1406,71.21,1624,1752
1407,96.08,1625,1754
1408,172.0,1626,1755
1409,172.0,1626,3468
1410,92.94,1627,1756
1411,92.94,1627,2303
1412,77.0,1628,1759
1413,77.0,1628,2189
1414,77.0,1628,3141
1415,77.0,1628,5153
1416,77.0,1628,5505
1417,161.66,1629,1760
1418,188.0,1630,1761
1419,188.0,1630,2158
1420,188.0,1630,5785
1421,203.33,1631,1762
1422,65.75,1632,1763
1423,150.5,1633,1764
1424,150.5,1633,1951
1425,141.55,1634,1765
1426,49.43,1635,1768
1427,177.3,1636,1769
1428,177.3,1636,2173
1429,177.3,1636,4746
1430,177.3,1636,5230
1431,177.3,1636,5368
1432,177.3,1636,6457
1433,78.81,1637,1770
1434,110.2,1638,1773
1435,97.33,1639,1774
1436,97.33,1639,3908
1437,149.33,1640,1778
1438,149.33,1640,4714
1439,149.33,1640,5730
1440,80.14,1641,1779
1441,96.36,1642,1780
1442,143.5,1643,1782
1443,143.5,1643,2960
1444,153.15,1644,1783
1445,144.0,1645,1784
1446,144.0,1645,1814
1447,144.0,1645,3340
1448,144.0,1645,4774
1449,263.91,1646,1786
1450,161.6,1647,1788
1451,131.89,1648,1789
1452,193.68,1649,1790
1453,138.7,1650,1793
1454,89.14,1651,1794
1455,85.78,1652,1796
1456,119.25,1653,1797
1457,88.29,1654,1798
1458,88.29,1654,4917
1459,93.63,1655,1800
1460,93.63,1655,2487
1461,121.35,1656,1801
1462,165.15,1657,1802
1463,97.02,1658,1803
1464,97.02,1658,1873
1465,90.4,1659,1805
1466,90.4,1659,6592
1467,97.42,1660,1806
1468,95.04,1661,1807
1469,94.7,1662,1808
1470,118.67,1663,1809
1471,118.67,1663,5296
1472,118.67,1663,6155
1473,55.63,1664,1810
1474,55.63,1664,6596
1475,94.3,1665,1811
1476,113.0,1666,1812
1477,113.0,1666,2717
1478,113.0,1666,4922
1479,167.4,1667,1816
1480,167.4,1667,2203
1481,167.4,1667,5627
1482,113.4,1668,1817
1483,113.4,1668,2099
1484,113.4,1668,4267
1485,59.37,1669,1818
1486,48.6,1670,1819
1487,48.6,1670,3399
1488,103.95,1671,1820
1489,103.95,1671,4447
1490,103.95,1671,5925
1491,98.2,1672,1821
1492,98.2,1672,3130
1493,81.7,1673,1823
1494,81.7,1673,3571
1495,131.75,1674,1824
1496,131.75,1674,2623
1497,131.75,1674,2817
1498,131.75,1674,6165
1499,92.29,1675,1825
1500,210.6,1676,1827
1501,210.6,1676,4871
1502,74.0,1677,1830
1503,74.0,1677,3744
1504,131.8,1678,1832
1505,62.29,1679,1834
1506,116.5,1680,1835
1507,116.5,1680,4655
1508,116.5,1680,5257
1509,144.9,1681,1837
1510,144.9,1681,2682
1511,144.9,1681,4585
1512,144.9,1681,4993
1513,50.0,1682,1838
1514,50.0,1682,3695
1515,110.5,1683,1840
1516,110.5,1683,2572
1517,110.5,1683,3381
1518,110.5,1683,4261
1519,67.25,1684,1841
1520,110.4,1685,1842
1521,110.4,1685,3537
1522,79.39,1686,1843
1523,86.75,1687,1844
1524,86.75,1687,1895
1525,86.75,1687,4528
1526,66.29,1688,1845
1527,66.29,1688,4108
1528,233.33,1689,1846
1529,162.0,1690,1847
1530,162.0,1690,2539
1531,162.0,1690,3426
1532,162.0,1690,6372
1533,179.01,1691,1848
1534,138.55,1692,1849
1535,138.55,1692,3278
1536,82.08,1693,1850
1537,82.08,1693,6576
1538,112.03,1694,1851
1539,112.03,1694,6124
1540,89.85,1695,1853
1541,109.33,1696,1854
1542,139.2,1697,1855
1543,139.2,1697,5804
1544,68.7,1698,1856
1545,68.7,1698,2025
1546,105.83,1699,1857
1547,105.83,1699,4612
1548,89.28,1700,1858
1549,61.0,1701,1859
1550,61.0,1701,1911
1551,42.17,1702,1860
1552,180.0,1703,1861
1553,180.0,1703,2922
1554,180.0,1703,3466
1555,180.0,1703,6068
1556,164.63,1704,1863
1557,95.2,1705,1864
1558,95.2,1705,2037
1559,95.2,1705,3987
1560,95.2,1705,5654
1561,66.22,1706,1865
1562,118.2,1707,1866
1563,118.2,1707,2066
1564,171.96,1708,1867
1565,113.9,1709,1868
1566,113.9,1709,5232
1567,82.96,1710,1869
1568,89.46,1711,1870
1569,89.46,1711,5216
1570,131.7,1712,1871
1571,131.7,1712,4626
1572,131.7,1712,4674
1573,113.7,1713,1872
1574,113.7,1713,5648
1575,140.58,1714,1874
1576,134.93,1715,1875
1577,151.2,1716,1876
1578,151.2,1716,3387
1579,151.2,1716,4086
1580,103.32,1717,1877
1581,97.92,1718,1878
1582,97.92,1718,4916
1583,97.92,1718,5531
1584,97.92,1718,6462
1585,112.33,1719,1879
1586,112.33,1719,2034
1587,87.55,1720,1880
1588,129.25,1721,1881
1589,122.1,1722,1882
1590,122.1,1722,5447
1591,107.7,1723,1883
1592,41.84,1724,1884
1593,86.62,1725,1885
1594,86.62,1725,3670
1595,112.45,1726,1886
1596,110.16,1727,1887
1597,110.16,1727,3546
1598,85.87,1728,1888
1599,133.8,1729,1889
1600,133.8,1729,2441
1601,133.8,1729,5370
1602,84.6,1730,1890
1603,84.6,1730,3111
1604,81.95,1731,1891
1605,81.95,1731,4637
1606,91.93,1732,1892
1607,130.4,1733,1893
1608,130.4,1733,4750
1609,162.4,1734,1894
1610,162.4,1734,5582
1611,129.6,1735,1896
1612,129.6,1735,2035
1613,129.6,1735,5152
1614,127.62,1736,1897
1615,127.62,1736,2902
1616,110.08,1737,1898
1617,109.85,1738,1899
1618,109.85,1738,5799
1619,103.05,1739,1900
1620,103.05,1739,3947
1621,83.7,1740,1901
1622,191.0,1741,1902
1623,191.0,1741,4030
1624,191.0,1741,5691
1625,110.8,1742,1903
1626,110.8,1742,2372
1627,77.5,1743,1904
1628,77.5,1743,2599
1629,77.5,1743,6134
1630,123.25,1744,1905
1631,123.25,1744,3562
1632,154.0,1745,1906
1633,154.0,1745,2081
1634,154.0,1745,3160
1635,130.48,1746,1909
1636,130.48,1746,2872
1637,171.72,1747,1910
1638,174.6,1748,1912
1639,174.6,1748,5269
1640,74.89,1749,1913
1641,98.03,1750,1914
1642,105.25,1751,1917
1643,80.5,1752,1919
1644,80.5,1752,6492
1645,99.66,1753,1922
1646,153.0,1754,1925
1647,153.0,1754,2116
1648,153.0,1754,2400
1649,153.0,1754,2548
1650,153.0,1754,2776
1651,153.0,1754,4277
1652,87.32,1755,1926
1653,87.32,1755,3601
1654,179.38,1756,1927
1655,100.7,1757,1928
1656,96.92,1758,1929
1657,159.75,1759,1930
1658,159.75,1759,2100
1659,159.75,1759,4036
1660,73.9,1760,1931
1661,73.9,1760,2976
1662,131.58,1761,1933
1663,68.61,1762,1934
1664,53.25,1763,1935
1665,95.1,1764,1936
1666,108.8,1765,1937
1667,108.8,1765,3208
1668,108.8,1765,3996
1669,108.8,1765,5894
1670,148.2,1766,1940
1671,148.2,1766,2498
1672,149.6,1767,1941
1673,116.72,1768,1942
1674,109.83,1769,1943
1675,109.83,1769,2775
1676,56.1,1770,1944
1677,68.5,1771,1945
1678,68.5,1771,2650
1679,68.5,1771,4576
1680,107.99,1772,1946
1681,154.98,1773,1947
1682,113.1,1774,1949
1683,44.0,1775,1950
1684,55.08,1776,1952
1685,55.08,1776,5736
1686,92.0,1777,1953
1687,92.0,1777,2942
1688,92.0,1777,6015
1689,100.67,1778,1955
1690,100.67,1778,2638
1691,68.53,1779,1956
1692,119.5,1780,1957
1693,119.5,1780,2143
1694,119.5,1780,6231
1695,124.52,1781,1958
1696,65.11,1782,1959
1697,91.67,1783,1960
1698,91.67,1783,4717
1699,110.71,1784,1961
1700,54.75,1785,1962
1701,145.2,1786,1963
1702,145.2,1786,3126
1703,131.6,1787,1964
1704,95.25,1788,1965
1705,95.25,1788,3438
1706,94.97,1789,1966
1707,113.87,1790,1968
1708,113.87,1790,4819
1709,124.5,1791,1969
1710,124.5,1791,2020
1711,124.5,1791,3163
1712,109.66,1792,1970
1713,85.29,1793,1972
1714,104.49,1794,1973
1715,99.9,1795,1975
1716,99.9,1795,2155
1717,297.0,1796,1976
1718,265.0,1797,1977
1719,58.91,1798,1980
1720,58.91,1798,6413
1721,65.6,1799,1982
1722,65.6,1799,5959
1723,88.69,1800,1983
1724,207.9,1801,1984
1725,207.9,1801,4940
1726,207.9,1801,5482
1727,207.9,1801,5755
1728,134.3,1802,1986
1729,134.3,1802,3640
1730,134.3,1802,4800
1731,174.9,1803,1987
1732,174.9,1803,4025
1733,68.22,1804,1990
1734,124.79,1805,1992
1735,79.9,1806,1994
1736,79.9,1806,4121
1737,205.0,1807,1995
1738,205.0,1807,2567
1739,205.0,1807,5140
1740,205.0,1807,5707
1741,217.6,1808,1996
1742,182.26,1809,1997
1743,134.18,1810,1999
1744,161.33,1811,2001
1745,161.33,1811,3133
1746,0.5,1812,2002
1747,100.81,1813,2003
1748,104.85,1814,2004
1749,104.85,1814,2332
1750,62.5,1815,2005
1751,62.5,1815,2051
1752,111.8,1816,2006
1753,88.74,1817,2007
1754,88.74,1817,5601
1755,202.5,1818,2008
1756,202.5,1818,3084
1757,164.2,1819,2009
1758,52.36,1820,2010
1759,52.36,1820,2336
1760,47.43,1821,2011
1761,136.8,1822,2012
1762,91.63,1823,2013
1763,91.63,1823,4082
1764,91.63,1823,5088
1765,74.95,1824,2014
1766,148.0,1825,2015
1767,148.0,1825,3132
1768,148.0,1825,5708
1769,107.69,1826,2017
1770,147.59,1827,2021
1771,147.59,1827,5897
1772,82.88,1828,2022
1773,104.04,1829,2024
1774,77.88,1830,2026
1775,77.88,1830,5233
1776,110.46,1831,2027
1777,102.33,1832,2028
1778,102.33,1832,5239
1779,46.67,1833,2029
1780,46.67,1833,2834
1781,108.19,1834,2030
1782,86.1,1835,2031
1783,64.08,1836,2032
1784,64.08,1836,4854
1785,95.48,1837,2033
1786,95.48,1837,4042
1787,93.3,1838,2040
1788,93.3,1838,2804
1789,61.43,1839,2041
1790,91.68,1840,2042
1791,91.68,1840,3357
1792,126.36,1841,2043
1793,171.0,1842,2044
1794,171.0,1842,2903
1795,171.0,1842,4644
1796,80.55,1843,2045
1797,201.08,1844,2046
1798,95.85,1845,2047
1799,210.0,1846,2048
1800,210.0,1846,2911
1801,210.0,1846,3689
1802,98.67,1847,2052
1803,98.67,1847,4543
1804,93.2,1848,2053
1805,31.0,1849,2054
1806,31.0,1849,3271
1807,94.6,1850,2055
1808,89.3,1851,2056
1809,89.3,1851,4149
1810,84.24,1852,2059
1811,127.93,1853,2060
1812,127.93,1853,4593
1813,127.93,1853,4906
1814,107.65,1854,2061
1815,70.46,1855,2062
1816,116.67,1856,2063
1817,141.32,1857,2065
1818,83.64,1858,2067
1819,109.49,1859,2068
1820,109.49,1859,5562
1821,93.9,1860,2069
1822,103.87,1861,2070
1823,49.07,1862,2072
1824,75.53,1863,2074
1825,109.67,1864,2076
1826,63.49,1865,2077
1827,82.4,1866,2078
1828,82.4,1866,3185
1829,82.33,1867,2079
1830,82.33,1867,3829
1831,45.0,1868,2080
1832,45.0,1868,4106
1833,83.33,1869,2083
1834,153.8,1870,2084
1835,87.04,1871,2085
1836,217.11,1872,2086
1837,144.63,1873,2087
1838,125.45,1874,2088
1839,194.58,1875,2089
1840,76.58,1876,2090
1841,148.5,1877,2092
1842,148.5,1877,2669
1843,148.5,1877,2893
1844,148.5,1877,4544
1845,144.1,1878,2093
1846,71.91,1879,2095
1847,71.91,1879,4608
1848,137.63,1880,2096
1849,102.41,1881,2097
1850,102.41,1881,4289
1851,90.47,1882,2098
1852,125.33,1883,2101
1853,129.96,1884,2103
1854,129.96,1884,5763
1855,139.86,1885,2104
1856,152.15,1886,2105
1857,87.18,1887,2107
1858,125.4,1888,2108
1859,125.4,1888,2348
1860,141.75,1889,2110
1861,161.67,1890,2111
1862,1.6,1891,2112
1863,75.15,1892,2113
1864,90.98,1893,2114
1865,90.98,1893,6012
1866,111.5,1894,2115
1867,111.5,1894,3367
1868,68.99,1895,2118
1869,133.1,1896,2119
1870,133.1,1896,4680
1871,89.9,1897,2120
1872,124.8,1898,2121
1873,48.0,1899,2122
1874,117.6,1900,2124
1875,117.6,1900,2568
1876,117.6,1900,4990
1877,70.44,1901,2125
1878,12.0,1902,2127
1879,112.56,1903,2128
1880,177.35,1904,2129
1881,15.0,1905,2130
1882,15.0,1905,3209
1883,133.65,1906,2131
1884,133.65,1906,4766
1885,63.87,1907,2133
1886,86.5,1908,2134
1887,86.5,1908,3200
1888,86.5,1908,4809
1889,109.3,1909,2135
1890,83.2,1910,2137
1891,83.2,1910,3154
1892,83.2,1910,5452
1893,83.2,1910,5765
1894,60.98,1911,2138
1895,98.41,1912,2139
1896,164.0,1913,2141
1897,164.0,1913,5094
1898,164.0,1913,5992
1899,65.52,1914,2142
1900,123.33,1915,2144
1901,153.09,1916,2145
1902,124.2,1917,2146
1903,86.45,1918,2147
1904,61.88,1919,2148
1905,183.0,1920,2149
1906,183.0,1920,3153
1907,80.08,1921,2150
1908,80.08,1921,4868
1909,48.4,1922,2151
1910,86.28,1923,2152
1911,72.42,1924,2154
1912,59.75,1925,2157
1913,59.75,1925,5728
1914,85.6,1926,2161
1915,85.6,1926,2632
1916,85.6,1926,5093
1917,86.63,1927,2162
1918,86.63,1927,4699
1919,107.67,1928,2164
1920,107.67,1928,2278
1921,98.98,1929,2165
1922,90.65,1930,2166
1923,93.17,1931,2168
1924,93.17,1931,2507
1925,93.17,1931,2585
1926,73.96,1932,2169
1927,91.5,1933,2170
1928,91.5,1933,6519
1929,125.66,1934,2171
1930,86.93,1935,2174
1931,133.45,1936,2175
1932,133.45,1936,3497
1933,176.04,1937,2176
1934,51.0,1938,2177
1935,51.0,1938,2530
1936,176.4,1939,2179
1937,60.35,1940,2180
1938,106.65,1941,2181
1939,106.65,1941,6151
1940,96.13,1942,2182
1941,96.13,1942,5144
1942,45.5,1943,2183
1943,221.38,1944,2184
1944,93.08,1945,2185
1945,93.08,1945,3706
1946,148.95,1946,2186
1947,157.0,1947,2187
1948,157.0,1947,2969
1949,182.18,1948,2188
1950,165.63,1949,2190
1951,163.0,1950,2191
1952,163.0,1950,4455
1953,163.0,1950,4757
1954,195.0,1951,2192
1955,195.0,1951,3171
1956,195.0,1951,3558
1957,195.0,1951,5186
1958,104.76,1952,2193
1959,104.76,1952,4329
1960,101.73,1953,2194
1961,95.7,1954,2195
1962,86.35,1955,2198
1963,83.57,1956,2199
1964,174.0,1957,2200
1965,174.0,1957,2240
1966,174.0,1957,2788
1967,174.0,1957,5384
1968,174.0,1957,6409
1969,174.0,1957,6508
1970,112.05,1958,2201
1971,112.05,1958,4021
1972,112.05,1958,5683
1973,89.2,1959,2202
1974,89.2,1959,3890
1975,224.67,1960,2204
1976,117.65,1961,2207
1977,18.6,1962,2208
1978,159.6,1963,2209
1979,114.63,1964,2210
1980,101.38,1965,2212
1981,101.38,1965,2217
1982,190.0,1966,2214
1983,190.0,1966,3687
1984,190.0,1966,4689
1985,190.0,1966,5692
1986,176.0,1967,2215
1987,176.0,1967,2639
1988,176.0,1967,3883
1989,176.0,1967,5012
1990,83.9,1968,2216
1991,77.51,1969,2218
1992,92.51,1970,2219
1993,107.3,1971,2220
1994,109.25,1972,2221
1995,109.25,1972,5020
1996,162.9,1973,2222
1997,162.9,1973,2803
1998,120.35,1974,2223
1999,147.5,1975,2224
2000,147.5,1975,5380
2001,73.64,1976,2225
2002,145.8,1977,2226
2003,145.8,1977,2274
2004,145.8,1977,3453
2005,145.8,1977,3594
2006,98.33,1978,2227
2007,98.33,1978,3611
2008,170.0,1979,2228
2009,170.0,1979,3839
2010,170.0,1979,5787
2011,39.0,1980,2229
2012,120.9,1981,2230
2013,114.33,1982,2231
2014,128.86,1983,2234
2015,85.28,1984,2235
2016,180.16,1985,2238
2017,110.11,1986,2239
2018,106.14,1987,2241
2019,59.04,1988,2243
2020,97.54,1989,2244
2021,97.54,1989,4761
2022,120.15,1990,2245
2023,120.15,1990,3383
2024,153.85,1991,2246
2025,111.4,1992,2247
2026,117.3,1993,2249
2027,117.3,1993,2380
2028,117.3,1993,3401
2029,117.3,1993,5537
2030,131.2,1994,2251
2031,118.07,1995,2252
2032,168.38,1996,2254
2033,107.41,1997,2255
2034,107.41,1997,4209
2035,81.19,1998,2256
2036,89.24,1999,2258
2037,113.26,2000,2259
2038,77.35,2001,2261
2039,145.85,2002,2262
2040,145.85,2002,5936
2041,106.4,2003,2263
2042,106.4,2003,3951
2043,90.67,2004,2265
2044,200.1,2005,2266
2045,100.1,2006,2267
2046,100.1,2006,4395
2047,100.1,2006,4461
2048,94.99,2007,2269
2049,155.73,2008,2270
2050,184.0,2009,2271
2051,184.0,2009,2855
2052,184.0,2009,3906
2053,54.74,2010,2273
2054,127.6,2011,2275
2055,127.6,2011,5489
2056,109.1,2012,2276
2057,109.1,2012,2686
2058,74.44,2013,2279
2059,88.92,2014,2281
2060,214.6,2015,2283
2061,266.67,2016,2284
2062,160.5,2017,2285
2063,160.5,2017,3481
2064,160.5,2017,5361
2065,100.33,2018,2286
2066,98.55,2019,2287
2067,98.55,2019,3585
2068,98.55,2019,3700
2069,165.0,2020,2288
2070,165.0,2020,2749
2071,165.0,2020,3722
2072,165.0,2020,5684
2073,110.33,2021,2289
2074,53.58,2022,2290
2075,101.18,2023,2292
2076,101.18,2023,2925
2077,101.18,2023,3809
2078,102.8,2024,2293
2079,102.8,2024,4526
2080,82.79,2025,2294
2081,104.77,2026,2295
2082,71.6,2027,2296
2083,71.6,2027,6045
2084,84.15,2028,2299
2085,84.15,2028,3256
2086,84.15,2028,6405
2087,97.87,2029,2300
2088,95.5,2030,2302
2089,95.5,2030,4067
2090,173.8,2031,2304
2091,100.02,2032,2305
2092,67.77,2033,2306
2093,126.5,2034,2307
2094,126.5,2034,3088
2095,84.45,2035,2308
2096,84.45,2035,2915
2097,142.67,2036,2309
2098,142.67,2036,4016
2099,125.55,2037,2310
2100,125.55,2037,4645
2101,89.5,2038,2311
2102,89.5,2038,5199
2103,89.5,2038,5291
2104,213.0,2039,2312
2105,213.0,2039,2563
2106,213.0,2039,4212
2107,133.11,2040,2313
2108,133.11,2040,6049
2109,88.27,2041,2314
2110,66.3,2042,2316
2111,66.3,2042,3580
2112,183.73,2043,2317
2113,135.22,2044,2318
2114,120.8,2045,2319
2115,58.35,2046,2322
2116,201.0,2047,2323
2117,72.24,2048,2324
2118,143.45,2049,2325
2119,118.27,2050,2326
2120,127.82,2051,2327
2121,127.82,2051,5399
2122,66.18,2052,2330
2123,102.05,2053,2331
2124,70.07,2054,2334
2125,92.23,2055,2335
2126,118.3,2056,2337
2127,75.8,2057,2338
2128,165.5,2058,2339
2129,167.45,2059,2340
2130,167.45,2059,4422
2131,98.32,2060,2341
2132,69.53,2061,2342
2133,69.53,2061,2351
2134,73.67,2062,2343
2135,108.67,2063,2344
2136,72.37,2064,2345
2137,131.78,2065,2346
2138,145.1,2066,2347
2139,138.67,2067,2349
2140,95.63,2068,2350
2141,158.5,2069,2352
2142,158.5,2069,5303
2143,117.33,2070,2353
2144,117.33,2070,4059
2145,99.79,2071,2355
2146,237.0,2072,2356
2147,130.78,2073,2357
2148,76.92,2074,2358
2149,76.92,2074,5768
2150,143.43,2075,2359
2151,87.13,2076,2360
2152,91.2,2077,2362
2153,91.2,2077,2405
2154,101.54,2078,2363
2155,143.03,2079,2365
2156,36.25,2080,2366
2157,177.0,2081,2367
2158,177.0,2081,3736
2159,177.0,2081,4872
2160,98.18,2082,2368
2161,98.18,2082,3378
2162,98.18,2082,5980
2163,98.94,2083,2369
2164,98.94,2083,2611
2165,76.16,2084,2370
2166,76.16,2084,3810
2167,76.16,2084,6476
2168,115.9,2085,2371
2169,128.76,2086,2374
2170,128.1,2087,2375
2171,128.1,2087,4150
2172,115.89,2088,2376
2173,150.56,2089,2377
2174,96.12,2090,2378
2175,55.6,2091,2379
2176,117.15,2092,2381
2177,133.98,2093,2382
2178,133.98,2093,4561
2179,110.65,2094,2383
2180,110.65,2094,6470
2181,78.41,2095,2384
2182,78.41,2095,3761
2183,157.68,2096,2385
2184,111.83,2097,2386
2185,105.6,2098,2388
2186,53.38,2099,2389
2187,42.0,2100,2390
2188,42.0,2100,4087
2189,42.0,2100,5401
2190,77.03,2101,2391
2191,77.03,2101,4666
2192,140.9,2102,2393
2193,109.93,2103,2394
2194,81.81,2104,2396
2195,81.81,2104,4256
2196,70.5,2105,2397
2197,53.85,2106,2398
2198,149.85,2107,2399
2199,112.01,2108,2401
2200,112.01,2108,2710
2201,183.3,2109,2402
2202,114.4,2110,2404
2203,114.4,2110,3560
2204,114.4,2110,5333
2205,110.24,2111,2406
2206,100.75,2112,2407
2207,101.7,2113,2408
2208,101.7,2113,4892
2209,175.5,2114,2409
2210,175.5,2114,4633
2211,107.09,2115,2410
2212,75.24,2116,2411
2213,60.06,2117,2412
2214,156.5,2118,2413
2215,156.5,2118,3058
2216,156.5,2118,5324
2217,80.8,2119,2414
2218,80.8,2119,5674
2219,51.09,2120,2416
2220,81.76,2121,2417
2221,81.76,2121,3629
2222,208.41,2122,2418
2223,57.0,2123,2419
2224,65.06,2124,2420
